species,dex,family,base_aspects,source_resolver,texture,base_texture,alpha_iou,status,reason
bulbasaur,1,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/4_bulbasaur_rainbow.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/4_bulbasaur_rainbow.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/4_bulbasaur_rainbow.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/4_bulbasaur_rainbow.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/4_bulbasaur_rainbow.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/4_bulbasaur_rainbow.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_gilded,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/5_bulbasaur_gilded.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_gilded.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_gilded,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/5_bulbasaur_gilded.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_shiny_gilded.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur_shiny.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_gilded,female,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/5_bulbasaur_gilded.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_female_gilded.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_gilded,"shiny,female",assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/5_bulbasaur_gilded.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_female_shiny_gilded.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur_shiny.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/5_bulbasaur_gilded.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/5_bulbasaur_gilded.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/5_bulbasaur_gilded.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/5_bulbasaur_gilded.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/5_bulbasaur_gilded.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/5_bulbasaur_gilded.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/5_bulbasaur_gilded.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_shadow,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/6_bulbasaur_shadow.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_shadow.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_shadow,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/6_bulbasaur_shadow.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_shiny_shadow.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur_shiny.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_shadow,female,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/6_bulbasaur_shadow.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_shadow.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_shadow,"shiny,female",assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/6_bulbasaur_shadow.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_shiny_shadow.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur_shiny.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/6_bulbasaur_shadow.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/6_bulbasaur_shadow.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/6_bulbasaur_shadow.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/6_bulbasaur_shadow.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/6_bulbasaur_shadow.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/6_bulbasaur_shadow.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/6_bulbasaur_shadow.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_pixie,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/7_bulbasaur_pixie.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_pixie.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_pixie,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/7_bulbasaur_pixie.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_shiny_pixie.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur_shiny.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_pixie,female,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/7_bulbasaur_pixie.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_female_pixie.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_pixie,"shiny,female",assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/7_bulbasaur_pixie.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_female_shiny_pixie.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur_shiny.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/7_bulbasaur_pixie.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_galaxy,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/7_bulbasaur_pixie.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_glitch,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/7_bulbasaur_pixie.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_holographic,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/7_bulbasaur_pixie.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_magma,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/7_bulbasaur_pixie.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_matrix,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/7_bulbasaur_pixie.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_radiant,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/7_bulbasaur_pixie.json,,,,rejected,effect_only_or_no_texture
bulbasaur,1,mythical_blazing,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/8_bulbasaur_blazing.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_blazing.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_blazing,shiny,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/8_bulbasaur_blazing.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_shiny_blazing.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur_shiny.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_blazing,female,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/8_bulbasaur_blazing.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_female_blazing.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_blazing,"shiny,female",assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/8_bulbasaur_blazing.json,mythicalcobbled:textures/pokemon/0001_bulbasaur/bulbasaur_female_shiny_blazing.png,cobblemon:textures/pokemon/0001_bulbasaur/bulbasaur_shiny.png,-1.000000,rejected,dimension_mismatch_64x64_vs_64x32
bulbasaur,1,mythical_firework,,assets/cobblemon/bedrock/pokemon/resolvers/0001_bulbasaur/8_bulbasaur_blazing.json,,,,rejected,effect_only_or_no_texture
